ID_Prestamo,Edad,Rango_Edad,Genero,Estado_Civil,Trabajo,Empleo_Desde,Vivienda,Propiedad,Status_Cuenta,Cuenta_Ahorro,Historial_Crediticio,Proposito,Monto_Credito,Duracion_Meses,Tasa_Cuota,Cuota_Mensual,Score_Cliente,Categoria_Score,Rango_Monto,Creditos_Existentes,Personas_Dependientes,Otros_Deudores,Otros_Planes_Cuota,Telefono,Extranjero,Riesgo,Fecha_Solicitud,Anio,Mes,Nombre_Mes,Trimestre,Dia_Semana
572,38,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Radio/Televisión,5954,30,3,198.47,560,Alto Riesgo (501-600),Grande (5K-10K),1,1,Co-solicitante,Ninguno,No,Sí,Good,2025-03-23,2025,3,March,1,Sunday
573,26,26-35 (Adulto Joven),Femenino,Casado/a,Alta gerencia / Autónomo,Desempleado,Alquiler,Seguro de vida / Ahorro,Sin cuenta corriente,Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Auto (Usado),5433,24,2,226.38,479,Muy Alto Riesgo (300-500),Grande (5K-10K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2024-02-11,2024,2,February,1,Sunday
574,22,18-25 (Joven),Femenino,Casado/a,No calificado - Residente,1 - 4 años,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Negocio,806,15,4,53.73,613,Riesgo Medio (601-700),Micro (<1K),1,1,Ninguno,Ninguno,No,Sí,Good,2023-06-05,2023,6,June,2,Monday
575,27,26-35 (Adulto Joven),Masculino,Soltero/a,No calificado - Residente,>= 7 años,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,1082,9,4,120.22,714,Bajo Riesgo (701-850),Pequeño (1K-3K),2,1,Ninguno,Ninguno,No,Sí,Good,2024-05-12,2024,5,May,2,Sunday
576,24,18-25 (Joven),Femenino,Casado/a,Empleado calificado,4 - 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Muebles/Equipamiento,2788,15,2,185.87,443,Muy Alto Riesgo (300-500),Pequeño (1K-3K),2,1,Co-solicitante,Banco,No,Sí,Good,2023-07-28,2023,7,July,3,Friday
577,27,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,4 - 7 años,Propia,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,2930,12,2,244.17,647,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2024-09-09,2024,9,September,3,Monday
578,33,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,Sin cuenta corriente,Sin cuenta de ahorro,Cuenta crítica / créditos en otros bancos,Educación,1927,24,3,80.29,543,Alto Riesgo (501-600),Pequeño (1K-3K),2,1,Ninguno,Ninguno,Sí,Sí,Good,2023-09-05,2023,9,September,3,Tuesday
579,27,26-35 (Adulto Joven),Masculino,Divorciado/a,Empleado calificado,< 1 año,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),< 100 DM,Cuenta crítica / créditos en otros bancos,Auto (Nuevo),2820,36,4,78.33,485,Muy Alto Riesgo (300-500),Pequeño (1K-3K),2,1,Ninguno,Ninguno,No,Sí,Bad,2023-03-26,2023,3,March,1,Sunday
580,27,26-35 (Adulto Joven),Masculino,Casado/a,No calificado - Residente,< 1 año,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Recapacitación,937,24,4,39.04,644,Riesgo Medio (601-700),Micro (<1K),2,1,Ninguno,Ninguno,No,Sí,Good,2024-12-12,2024,12,December,4,Thursday
581,30,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Cuenta crítica / créditos en otros bancos,Auto (Nuevo),1056,18,3,58.67,610,Riesgo Medio (601-700),Pequeño (1K-3K),2,1,Garante,Banco,No,Sí,Bad,2025-12-27,2025,12,December,4,Saturday
582,49,36-50 (Adulto),Masculino,Soltero/a,No calificado - Residente,< 1 año,Propia,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Cuenta crítica / créditos en otros bancos,Auto (Nuevo),3124,12,1,260.33,457,Muy Alto Riesgo (300-500),Mediano (3K-5K),2,2,Ninguno,Banco,No,Sí,Good,2025-05-27,2025,5,May,2,Tuesday
583,26,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Alquiler,Bienes raíces,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Muebles/Equipamiento,1388,9,4,154.22,588,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2025-01-28,2025,1,January,1,Tuesday
584,33,26-35 (Adulto Joven),Masculino,Soltero/a,No calificado - Residente,< 1 año,Alquiler,Sin propiedad conocida,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Reparaciones,2384,36,4,66.22,678,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Bad,2023-05-22,2023,5,May,2,Monday
585,52,50+ (Senior),Femenino,Casado/a,Alta gerencia / Autónomo,>= 7 años,Gratuita,Sin propiedad conocida,Sin cuenta corriente,Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Auto (Nuevo),2133,12,4,177.75,595,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2025-11-02,2025,11,November,4,Sunday
586,20,18-25 (Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Alquiler,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Muebles/Equipamiento,2039,18,1,113.28,557,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Ninguno,Banco,No,Sí,Bad,2024-11-29,2024,11,November,4,Friday
587,36,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Alquiler,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Cuenta crítica / créditos en otros bancos,Auto (Nuevo),2799,9,2,311.0,386,Muy Alto Riesgo (300-500),Pequeño (1K-3K),2,2,Ninguno,Ninguno,No,Sí,Good,2023-01-26,2023,1,January,1,Thursday
588,21,18-25 (Joven),Masculino,Soltero/a,No calificado - Residente,1 - 4 años,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Muebles/Equipamiento,1289,12,4,107.42,594,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Garante,Ninguno,No,Sí,Good,2025-05-10,2025,5,May,2,Saturday
589,47,36-50 (Adulto),Masculino,Casado/a,No calificado - Residente,1 - 4 años,Propia,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Electrodomésticos,1217,18,4,67.61,644,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,Sí,Sí,Bad,2025-09-30,2025,9,September,3,Tuesday
590,60,50+ (Senior),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),< 100 DM,Cuenta crítica / créditos en otros bancos,Muebles/Equipamiento,2246,12,3,187.17,484,Muy Alto Riesgo (300-500),Pequeño (1K-3K),2,1,Ninguno,Ninguno,No,Sí,Bad,2023-08-05,2023,8,August,3,Saturday
591,58,50+ (Senior),Femenino,Casado/a,No calificado - Residente,4 - 7 años,Propia,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Cuenta crítica / créditos en otros bancos,Radio/Televisión,385,12,4,32.08,522,Alto Riesgo (501-600),Micro (<1K),4,1,Ninguno,Ninguno,Sí,Sí,Good,2025-06-06,2025,6,June,2,Friday
592,42,36-50 (Adulto),Femenino,Casado/a,Empleado calificado,1 - 4 años,Alquiler,Auto u otros bienes,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Retraso en pagos pasados,Auto (Nuevo),1965,24,4,81.88,535,Alto Riesgo (501-600),Pequeño (1K-3K),2,1,Ninguno,Ninguno,Sí,Sí,Good,2025-01-11,2025,1,January,1,Saturday
593,36,36-50 (Adulto),Femenino,Casado/a,No calificado - Residente,>= 7 años,Propia,Bienes raíces,Sin cuenta corriente,>= 1000 DM,Créditos existentes pagados puntualmente,Negocio,1572,21,4,74.86,694,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Banco,No,Sí,Good,2025-07-30,2025,7,July,3,Wednesday
594,20,18-25 (Joven),Femenino,Casado/a,No calificado - Residente,1 - 4 años,Alquiler,Seguro de vida / Ahorro,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Auto (Nuevo),2718,24,3,113.25,620,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,Sí,Sí,Bad,2023-11-10,2023,11,November,4,Friday
595,40,36-50 (Adulto),Masculino,Soltero/a,Alta gerencia / Autónomo,>= 7 años,Propia,Auto u otros bienes,< 0 DM (Sobregiro),Sin cuenta de ahorro,Todos créditos pagados en este banco,Otros,1358,24,4,56.58,711,Bajo Riesgo (701-850),Pequeño (1K-3K),1,1,Ninguno,Tiendas,Sí,Sí,Bad,2025-06-10,2025,6,June,2,Tuesday
596,32,26-35 (Adulto Joven),Femenino,Casado/a,No calificado - Residente,< 1 año,Propia,Seguro de vida / Ahorro,0 - 200 DM (Bajo balance),100 - 500 DM,Todos créditos pagados en este banco,Auto (Nuevo),931,6,1,155.17,624,Riesgo Medio (601-700),Micro (<1K),1,1,Ninguno,Tiendas,No,Sí,Bad,2023-12-27,2023,12,December,4,Wednesday
597,23,18-25 (Joven),Femenino,Casado/a,Empleado calificado,4 - 7 años,Alquiler,Auto u otros bienes,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Auto (Nuevo),1442,24,4,60.08,591,Alto Riesgo (501-600),Pequeño (1K-3K),2,1,Ninguno,Ninguno,No,Sí,Bad,2025-12-04,2025,12,December,4,Thursday
598,36,36-50 (Adulto),Masculino,Soltero/a,No calificado - Residente,1 - 4 años,Propia,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Sin créditos / todos pagados,Negocio,4241,24,1,176.71,660,Riesgo Medio (601-700),Mediano (3K-5K),3,1,Ninguno,Ninguno,Sí,Sí,Bad,2024-07-07,2024,7,July,3,Sunday
599,31,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Auto (Nuevo),2775,18,2,154.17,496,Muy Alto Riesgo (300-500),Pequeño (1K-3K),2,1,Ninguno,Banco,No,Sí,Bad,2025-09-17,2025,9,September,3,Wednesday
600,32,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Gratuita,Sin propiedad conocida,Sin cuenta corriente,< 100 DM,Retraso en pagos pasados,Negocio,3863,24,1,160.96,471,Muy Alto Riesgo (300-500),Mediano (3K-5K),1,1,Ninguno,Ninguno,No,Sí,Good,2025-08-10,2025,8,August,3,Sunday
601,45,36-50 (Adulto),Femenino,Casado/a,Empleado calificado,< 1 año,Propia,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,2329,7,1,332.71,612,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Garante,Ninguno,No,Sí,Good,2025-06-11,2025,6,June,2,Wednesday
602,30,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Seguro de vida / Ahorro,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Muebles/Equipamiento,918,9,4,102.0,652,Riesgo Medio (601-700),Micro (<1K),1,1,Ninguno,Ninguno,No,Sí,Bad,2024-07-03,2024,7,July,3,Wednesday
603,34,26-35 (Adulto Joven),Femenino,Casado/a,No calificado - Residente,4 - 7 años,Gratuita,Sin propiedad conocida,0 - 200 DM (Bajo balance),< 100 DM,Todos créditos pagados en este banco,Educación,1837,24,4,76.54,686,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Banco,No,Sí,Bad,2024-10-22,2024,10,October,4,Tuesday
604,28,26-35 (Adulto Joven),Femenino,Casado/a,Alta gerencia / Autónomo,1 - 4 años,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Muebles/Equipamiento,3349,36,4,93.03,680,Riesgo Medio (601-700),Mediano (3K-5K),1,1,Ninguno,Ninguno,Sí,Sí,Bad,2024-05-17,2024,5,May,2,Friday
605,23,18-25 (Joven),Femenino,Casado/a,Empleado calificado,< 1 año,Propia,Seguro de vida / Ahorro,>= 200 DM (Buen balance),< 100 DM,Créditos existentes pagados puntualmente,Muebles/Equipamiento,1275,10,4,127.5,682,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2023-06-27,2023,6,June,2,Tuesday
606,22,18-25 (Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,< 0 DM (Sobregiro),500 - 1000 DM,Todos créditos pagados en este banco,Muebles/Equipamiento,2828,24,4,117.83,666,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Tiendas,Sí,Sí,Good,2024-07-25,2024,7,July,3,Thursday
607,74,50+ (Senior),Masculino,Soltero/a,Alta gerencia / Autónomo,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Negocio,4526,24,3,188.58,466,Muy Alto Riesgo (300-500),Mediano (3K-5K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2025-07-12,2025,7,July,3,Saturday
608,50,36-50 (Adulto),Femenino,Casado/a,Empleado calificado,1 - 4 años,Gratuita,Sin propiedad conocida,0 - 200 DM (Bajo balance),100 - 500 DM,Créditos existentes pagados puntualmente,Radio/Televisión,2671,36,4,74.19,582,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Co-solicitante,Ninguno,No,Sí,Bad,2024-05-14,2024,5,May,2,Tuesday
609,33,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,< 1 año,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,2051,18,4,113.94,526,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2025-08-09,2025,8,August,3,Saturday
610,45,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,>= 7 años,Gratuita,Sin propiedad conocida,Sin cuenta corriente,Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Auto (Usado),1300,15,4,86.67,664,Riesgo Medio (601-700),Pequeño (1K-3K),1,2,Ninguno,Banco,No,Sí,Good,2025-02-15,2025,2,February,1,Saturday
611,22,18-25 (Joven),Femenino,Casado/a,Empleado calificado,Desempleado,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),100 - 500 DM,Créditos existentes pagados puntualmente,Electrodomésticos,741,12,4,61.75,569,Alto Riesgo (501-600),Micro (<1K),1,1,Ninguno,Ninguno,No,Sí,Bad,2024-11-19,2024,11,November,4,Tuesday
612,48,36-50 (Adulto),Femenino,Casado/a,No calificado - Residente,>= 7 años,Gratuita,Sin propiedad conocida,>= 200 DM (Buen balance),100 - 500 DM,Créditos existentes pagados puntualmente,Auto (Nuevo),1240,10,1,124.0,678,Riesgo Medio (601-700),Pequeño (1K-3K),1,2,Ninguno,Ninguno,No,Sí,Bad,2023-02-28,2023,2,February,1,Tuesday
613,29,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,< 1 año,Propia,Auto u otros bienes,< 0 DM (Sobregiro),>= 1000 DM,Créditos existentes pagados puntualmente,Radio/Televisión,3357,21,4,159.86,568,Alto Riesgo (501-600),Mediano (3K-5K),1,1,Ninguno,Banco,No,Sí,Good,2025-10-09,2025,10,October,4,Thursday
614,22,18-25 (Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Alquiler,Auto u otros bienes,< 0 DM (Sobregiro),< 100 DM,Todos créditos pagados en este banco,Auto (Usado),3632,24,1,151.33,536,Alto Riesgo (501-600),Mediano (3K-5K),1,1,Garante,Banco,No,No,Good,2024-10-27,2024,10,October,4,Sunday
615,22,18-25 (Joven),Femenino,Casado/a,Empleado calificado,4 - 7 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Retraso en pagos pasados,Muebles/Equipamiento,1808,18,4,100.44,643,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Bad,2024-01-08,2024,1,January,1,Monday
616,48,36-50 (Adulto),Masculino,Soltero/a,Alta gerencia / Autónomo,1 - 4 años,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Sin créditos / todos pagados,Negocio,12204,48,2,254.25,663,Riesgo Medio (601-700),Muy Grande (>10K),1,1,Ninguno,Banco,Sí,Sí,Good,2025-09-25,2025,9,September,3,Thursday
617,27,26-35 (Adulto Joven),Masculino,Soltero/a,Alta gerencia / Autónomo,1 - 4 años,Gratuita,Sin propiedad conocida,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Retraso en pagos pasados,Radio/Televisión,9157,60,2,152.62,503,Alto Riesgo (501-600),Grande (5K-10K),1,1,Ninguno,Ninguno,No,Sí,Good,2024-03-10,2024,3,March,1,Sunday
618,37,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Alquiler,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Cuenta crítica / créditos en otros bancos,Auto (Nuevo),3676,6,1,612.67,391,Muy Alto Riesgo (300-500),Mediano (3K-5K),3,2,Ninguno,Ninguno,No,Sí,Good,2024-12-27,2024,12,December,4,Friday
619,21,18-25 (Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Alquiler,Auto u otros bienes,0 - 200 DM (Bajo balance),100 - 500 DM,Créditos existentes pagados puntualmente,Muebles/Equipamiento,3441,30,2,114.7,624,Riesgo Medio (601-700),Mediano (3K-5K),1,1,Co-solicitante,Ninguno,No,Sí,Bad,2024-06-13,2024,6,June,2,Thursday
620,49,36-50 (Adulto),Masculino,Divorciado/a,No calificado - Residente,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Auto (Nuevo),640,12,4,53.33,646,Riesgo Medio (601-700),Micro (<1K),1,1,Ninguno,Ninguno,No,Sí,Good,2024-11-28,2024,11,November,4,Thursday
621,27,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Seguro de vida / Ahorro,0 - 200 DM (Bajo balance),< 100 DM,Cuenta crítica / créditos en otros bancos,Negocio,3652,21,2,173.9,526,Alto Riesgo (501-600),Mediano (3K-5K),2,1,Ninguno,Ninguno,No,Sí,Good,2024-07-26,2024,7,July,3,Friday
622,32,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Auto (Nuevo),1530,18,3,85.0,534,Alto Riesgo (501-600),Pequeño (1K-3K),2,1,Ninguno,Banco,No,Sí,Bad,2024-07-19,2024,7,July,3,Friday
623,38,36-50 (Adulto),Masculino,Divorciado/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Negocio,3914,48,4,81.54,696,Riesgo Medio (601-700),Mediano (3K-5K),1,1,Ninguno,Banco,No,Sí,Bad,2023-01-21,2023,1,January,1,Saturday
624,22,18-25 (Joven),Femenino,Casado/a,Empleado calificado,< 1 año,Alquiler,Auto u otros bienes,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Muebles/Equipamiento,1858,12,4,154.83,560,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2025-11-24,2025,11,November,4,Monday
625,65,50+ (Senior),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Gratuita,Sin propiedad conocida,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,2600,18,4,144.44,577,Alto Riesgo (501-600),Pequeño (1K-3K),2,1,Ninguno,Ninguno,No,Sí,Bad,2024-01-27,2024,1,January,1,Saturday
626,35,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Radio/Televisión,1979,15,4,131.93,634,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2023-06-25,2023,6,June,2,Sunday
627,41,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,>= 200 DM (Buen balance),< 100 DM,Créditos existentes pagados puntualmente,Muebles/Equipamiento,2116,6,2,352.67,640,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2024-05-09,2024,5,May,2,Thursday
628,29,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Sin propiedad conocida,0 - 200 DM (Bajo balance),100 - 500 DM,Todos créditos pagados en este banco,Auto (Nuevo),1437,9,2,159.67,686,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Bad,2025-04-12,2025,4,April,2,Saturday
629,36,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,500 - 1000 DM,Cuenta crítica / créditos en otros bancos,Muebles/Equipamiento,4042,42,4,96.24,521,Alto Riesgo (501-600),Mediano (3K-5K),2,1,Ninguno,Ninguno,Sí,Sí,Good,2025-09-27,2025,9,September,3,Saturday
630,64,50+ (Senior),Masculino,Soltero/a,No calificado - Residente,>= 7 años,Propia,Bienes raíces,Sin cuenta corriente,Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Educación,3832,9,1,425.78,652,Riesgo Medio (601-700),Mediano (3K-5K),1,1,Ninguno,Ninguno,No,Sí,Good,2024-05-07,2024,5,May,2,Tuesday
631,28,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,3660,24,2,152.5,539,Alto Riesgo (501-600),Mediano (3K-5K),1,1,Ninguno,Ninguno,No,Sí,Good,2025-09-02,2025,9,September,3,Tuesday
632,44,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,< 0 DM (Sobregiro),< 100 DM,Todos créditos pagados en este banco,Muebles/Equipamiento,1553,18,4,86.28,685,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Banco,No,Sí,Bad,2025-10-02,2025,10,October,4,Thursday
633,23,18-25 (Joven),Masculino,Soltero/a,Empleado calificado,< 1 año,Propia,Seguro de vida / Ahorro,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Radio/Televisión,1444,15,4,96.27,645,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2025-07-06,2025,7,July,3,Sunday
634,19,18-25 (Joven),Femenino,Casado/a,Empleado calificado,< 1 año,Alquiler,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Muebles/Equipamiento,1980,9,2,220.0,527,Alto Riesgo (501-600),Pequeño (1K-3K),2,1,Co-solicitante,Ninguno,No,Sí,Bad,2023-02-05,2023,2,February,1,Sunday
635,25,18-25 (Joven),Femenino,Casado/a,No calificado - Residente,< 1 año,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Auto (Nuevo),1355,24,3,56.46,619,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,Sí,Sí,Bad,2023-07-10,2023,7,July,3,Monday
636,47,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Educación,1393,12,4,116.08,600,Alto Riesgo (501-600),Pequeño (1K-3K),3,2,Ninguno,Banco,Sí,Sí,Good,2024-08-25,2024,8,August,3,Sunday
637,28,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,4 - 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,500 - 1000 DM,Créditos existentes pagados puntualmente,Radio/Televisión,1376,24,4,57.33,684,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2024-03-29,2024,3,March,1,Friday
638,21,18-25 (Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Retraso en pagos pasados,Radio/Televisión,15653,60,2,260.88,512,Alto Riesgo (501-600),Muy Grande (>10K),2,1,Ninguno,Ninguno,Sí,Sí,Good,2025-04-08,2025,4,April,2,Tuesday
639,34,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,< 1 año,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,1493,12,4,124.42,541,Alto Riesgo (501-600),Pequeño (1K-3K),1,2,Ninguno,Ninguno,No,Sí,Good,2024-05-13,2024,5,May,2,Monday
640,26,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),< 100 DM,Retraso en pagos pasados,Radio/Televisión,4370,42,3,104.05,481,Muy Alto Riesgo (300-500),Mediano (3K-5K),2,2,Ninguno,Banco,Sí,Sí,Bad,2024-09-19,2024,9,September,3,Thursday
641,27,26-35 (Adulto Joven),Femenino,Casado/a,Desempleado / No calificado - No residente,Desempleado,Propia,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Educación,750,18,4,41.67,539,Alto Riesgo (501-600),Micro (<1K),1,1,Ninguno,Ninguno,No,Sí,Bad,2025-01-25,2025,1,January,1,Saturday
642,38,36-50 (Adulto),Masculino,Soltero/a,No calificado - Residente,>= 7 años,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Reparaciones,1308,15,4,87.2,770,Bajo Riesgo (701-850),Pequeño (1K-3K),2,1,Ninguno,Ninguno,No,Sí,Good,2025-08-27,2025,8,August,3,Wednesday
643,40,36-50 (Adulto),Masculino,Soltero/a,Alta gerencia / Autónomo,1 - 4 años,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,100 - 500 DM,Créditos existentes pagados puntualmente,Educación,4623,15,3,308.2,572,Alto Riesgo (501-600),Mediano (3K-5K),1,1,Ninguno,Ninguno,Sí,Sí,Bad,2025-12-23,2025,12,December,4,Tuesday
