ID_Cliente,Edad,Rango_Edad,Genero,Estado_Civil,Trabajo,Empleo_Desde,Vivienda,Propiedad,Status_Cuenta,Cuenta_Ahorro,Historial_Crediticio,Telefono,Extranjero,Personas_Dependientes,Otros_Deudores,Otros_Planes_Cuota,Categoria_Score,Rango_Monto
1524,23,18-25 (Joven),Femenino,Casado/a,Empleado calificado,4 - 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,100 - 500 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Mediano (3K-5K)
1525,26,26-35 (Adulto Joven),Femenino,Casado/a,No calificado - Residente,1 - 4 años,Propia,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,2,Garante,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1526,30,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,< 1 año,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Grande (5K-10K)
1527,31,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,Sin cuenta corriente,100 - 500 DM,Cuenta crítica / créditos en otros bancos,No,Sí,1,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Pequeño (1K-3K)
1528,42,36-50 (Adulto),Masculino,Soltero/a,No calificado - Residente,4 - 7 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,No,Sí,2,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Pequeño (1K-3K)
1529,31,26-35 (Adulto Joven),Masculino,Divorciado/a,Empleado calificado,1 - 4 años,Alquiler,Auto u otros bienes,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1530,41,36-50 (Adulto),Masculino,Soltero/a,No calificado - Residente,< 1 año,Propia,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Sí,Sí,2,Ninguno,Ninguno,Alto Riesgo (501-600),Micro (<1K)
1531,32,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,2,Ninguno,Ninguno,Bajo Riesgo (701-850),Pequeño (1K-3K)
1532,28,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Alquiler,Auto u otros bienes,0 - 200 DM (Bajo balance),100 - 500 DM,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1533,41,36-50 (Adulto),Masculino,Casado/a,Empleado calificado,1 - 4 años,Alquiler,Bienes raíces,Sin cuenta corriente,< 100 DM,Retraso en pagos pasados,No,Sí,1,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Pequeño (1K-3K)
1534,26,26-35 (Adulto Joven),Masculino,Casado/a,Empleado calificado,4 - 7 años,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,100 - 500 DM,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1535,25,18-25 (Joven),Masculino,Soltero/a,Empleado calificado,< 1 año,Propia,Auto u otros bienes,Sin cuenta corriente,Sin cuenta de ahorro,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Mediano (3K-5K)
1536,33,26-35 (Adulto Joven),Masculino,Divorciado/a,Empleado calificado,< 1 año,Alquiler,Auto u otros bienes,>= 200 DM (Buen balance),< 100 DM,Cuenta crítica / créditos en otros bancos,No,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1537,75,50+ (Senior),Femenino,Casado/a,Alta gerencia / Autónomo,Desempleado,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Pequeño (1K-3K)
1538,37,36-50 (Adulto),Femenino,Casado/a,Empleado calificado,>= 7 años,Propia,Seguro de vida / Ahorro,0 - 200 DM (Bajo balance),< 100 DM,Cuenta crítica / créditos en otros bancos,Sí,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Mediano (3K-5K)
1539,42,36-50 (Adulto),Masculino,Soltero/a,Alta gerencia / Autónomo,>= 7 años,Gratuita,Sin propiedad conocida,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Banco,Alto Riesgo (501-600),Grande (5K-10K)
1540,45,36-50 (Adulto),Femenino,Casado/a,No calificado - Residente,< 1 año,Propia,Seguro de vida / Ahorro,>= 200 DM (Buen balance),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Tiendas,Riesgo Medio (601-700),Mediano (3K-5K)
1541,23,18-25 (Joven),Masculino,Casado/a,Empleado calificado,< 1 año,Alquiler,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1542,60,50+ (Senior),Masculino,Soltero/a,Empleado calificado,>= 7 años,Gratuita,Sin propiedad conocida,Sin cuenta corriente,< 100 DM,Retraso en pagos pasados,Sí,Sí,1,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Pequeño (1K-3K)
1543,31,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Grande (5K-10K)
1544,34,26-35 (Adulto Joven),Masculino,Soltero/a,No calificado - Residente,1 - 4 años,Propia,Bienes raíces,>= 200 DM (Buen balance),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,2,Ninguno,Ninguno,Bajo Riesgo (701-850),Pequeño (1K-3K)
1545,61,50+ (Senior),Masculino,Soltero/a,No calificado - Residente,>= 7 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,No,Sí,1,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Pequeño (1K-3K)
1546,43,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,Desempleado,Gratuita,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Retraso en pagos pasados,No,Sí,2,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Pequeño (1K-3K)
1547,37,36-50 (Adulto),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Sí,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1548,32,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,No,Sí,2,Ninguno,Banco,Riesgo Medio (601-700),Pequeño (1K-3K)
1549,24,18-25 (Joven),Femenino,Casado/a,No calificado - Residente,1 - 4 años,Propia,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Todos créditos pagados en este banco,No,Sí,1,Ninguno,Banco,Riesgo Medio (601-700),Micro (<1K)
1550,35,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Gratuita,Sin propiedad conocida,Sin cuenta corriente,Sin cuenta de ahorro,Cuenta crítica / créditos en otros bancos,Sí,Sí,1,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Grande (5K-10K)
1551,23,18-25 (Joven),Femenino,Casado/a,Empleado calificado,4 - 7 años,Propia,Bienes raíces,Sin cuenta corriente,Sin cuenta de ahorro,Cuenta crítica / créditos en otros bancos,No,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Micro (<1K)
1552,45,36-50 (Adulto),Masculino,Soltero/a,No calificado - Residente,>= 7 años,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,500 - 1000 DM,Todos créditos pagados en este banco,No,Sí,2,Ninguno,Banco,Riesgo Medio (601-700),Pequeño (1K-3K)
1553,34,26-35 (Adulto Joven),Masculino,Casado/a,Empleado calificado,4 - 7 años,Propia,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Sí,Sí,1,Garante,Ninguno,Riesgo Medio (601-700),Grande (5K-10K)
1554,27,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,< 1 año,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),100 - 500 DM,Cuenta crítica / créditos en otros bancos,No,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1555,67,50+ (Senior),Femenino,Casado/a,Alta gerencia / Autónomo,4 - 7 años,Propia,Seguro de vida / Ahorro,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1556,22,18-25 (Joven),Masculino,Soltero/a,Empleado calificado,< 1 año,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Tiendas,Riesgo Medio (601-700),Pequeño (1K-3K)
1557,28,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,< 1 año,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),100 - 500 DM,Sin créditos / todos pagados,No,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1558,29,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,Sin cuenta de ahorro,Sin créditos / todos pagados,Sí,Sí,1,Ninguno,Banco,Riesgo Medio (601-700),Grande (5K-10K)
1559,27,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Auto u otros bienes,< 0 DM (Sobregiro),< 100 DM,Todos créditos pagados en este banco,No,Sí,1,Ninguno,Banco,Riesgo Medio (601-700),Mediano (3K-5K)
1560,31,26-35 (Adulto Joven),Masculino,Soltero/a,No calificado - Residente,< 1 año,Propia,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Cuenta crítica / créditos en otros bancos,No,Sí,1,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Pequeño (1K-3K)
1561,49,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,>= 7 años,Gratuita,Sin propiedad conocida,< 0 DM (Sobregiro),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Sí,Sí,2,Ninguno,Banco,Alto Riesgo (501-600),Pequeño (1K-3K)
1562,24,18-25 (Joven),Masculino,Soltero/a,No calificado - Residente,4 - 7 años,Alquiler,Auto u otros bienes,< 0 DM (Sobregiro),< 100 DM,Todos créditos pagados en este banco,No,Sí,1,Garante,Banco,Riesgo Medio (601-700),Pequeño (1K-3K)
1563,29,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,< 1 año,Propia,Seguro de vida / Ahorro,>= 200 DM (Buen balance),< 100 DM,Retraso en pagos pasados,No,Sí,1,Ninguno,Banco,Riesgo Medio (601-700),Micro (<1K)
1564,37,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Gratuita,Sin propiedad conocida,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Muy Grande (>10K)
1565,37,36-50 (Adulto),Masculino,Soltero/a,Alta gerencia / Autónomo,1 - 4 años,Propia,Seguro de vida / Ahorro,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Retraso en pagos pasados,Sí,Sí,1,Ninguno,Banco,Alto Riesgo (501-600),Mediano (3K-5K)
1566,23,18-25 (Joven),Femenino,Casado/a,Empleado calificado,4 - 7 años,Alquiler,Seguro de vida / Ahorro,0 - 200 DM (Bajo balance),100 - 500 DM,Retraso en pagos pasados,Sí,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1567,36,36-50 (Adulto),Masculino,Divorciado/a,Empleado calificado,4 - 7 años,Propia,Auto u otros bienes,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1568,34,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,>= 1000 DM,Cuenta crítica / créditos en otros bancos,No,Sí,1,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Pequeño (1K-3K)
1569,41,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Sí,Sí,2,Ninguno,Ninguno,Riesgo Medio (601-700),Mediano (3K-5K)
1570,31,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Grande (5K-10K)
1571,23,18-25 (Joven),Femenino,Casado/a,No calificado - Residente,< 1 año,Alquiler,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Mediano (3K-5K)
1572,38,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,No,Sí,1,Co-solicitante,Ninguno,Alto Riesgo (501-600),Grande (5K-10K)
1573,26,26-35 (Adulto Joven),Femenino,Casado/a,Alta gerencia / Autónomo,Desempleado,Alquiler,Seguro de vida / Ahorro,Sin cuenta corriente,Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Grande (5K-10K)
1574,22,18-25 (Joven),Femenino,Casado/a,No calificado - Residente,1 - 4 años,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Micro (<1K)
1575,27,26-35 (Adulto Joven),Masculino,Soltero/a,No calificado - Residente,>= 7 años,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Bajo Riesgo (701-850),Pequeño (1K-3K)
1576,24,18-25 (Joven),Femenino,Casado/a,Empleado calificado,4 - 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,No,Sí,1,Co-solicitante,Banco,Muy Alto Riesgo (300-500),Pequeño (1K-3K)
1577,27,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,4 - 7 años,Propia,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1578,33,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,Sin cuenta corriente,Sin cuenta de ahorro,Cuenta crítica / créditos en otros bancos,Sí,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1579,27,26-35 (Adulto Joven),Masculino,Divorciado/a,Empleado calificado,< 1 año,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),< 100 DM,Cuenta crítica / créditos en otros bancos,No,Sí,1,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Pequeño (1K-3K)
1580,27,26-35 (Adulto Joven),Masculino,Casado/a,No calificado - Residente,< 1 año,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Micro (<1K)
1581,30,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Cuenta crítica / créditos en otros bancos,No,Sí,1,Garante,Banco,Riesgo Medio (601-700),Pequeño (1K-3K)
1582,49,36-50 (Adulto),Masculino,Soltero/a,No calificado - Residente,< 1 año,Propia,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Cuenta crítica / créditos en otros bancos,No,Sí,2,Ninguno,Banco,Muy Alto Riesgo (300-500),Mediano (3K-5K)
1583,26,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Alquiler,Bienes raíces,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1584,33,26-35 (Adulto Joven),Masculino,Soltero/a,No calificado - Residente,< 1 año,Alquiler,Sin propiedad conocida,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1585,52,50+ (Senior),Femenino,Casado/a,Alta gerencia / Autónomo,>= 7 años,Gratuita,Sin propiedad conocida,Sin cuenta corriente,Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1586,20,18-25 (Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Alquiler,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Banco,Alto Riesgo (501-600),Pequeño (1K-3K)
1587,36,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Alquiler,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Cuenta crítica / créditos en otros bancos,No,Sí,2,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Pequeño (1K-3K)
1588,21,18-25 (Joven),Masculino,Soltero/a,No calificado - Residente,1 - 4 años,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Garante,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1589,47,36-50 (Adulto),Masculino,Casado/a,No calificado - Residente,1 - 4 años,Propia,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1590,60,50+ (Senior),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),< 100 DM,Cuenta crítica / créditos en otros bancos,No,Sí,1,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Pequeño (1K-3K)
1591,58,50+ (Senior),Femenino,Casado/a,No calificado - Residente,4 - 7 años,Propia,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Cuenta crítica / créditos en otros bancos,Sí,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Micro (<1K)
1592,42,36-50 (Adulto),Femenino,Casado/a,Empleado calificado,1 - 4 años,Alquiler,Auto u otros bienes,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Retraso en pagos pasados,Sí,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1593,36,36-50 (Adulto),Femenino,Casado/a,No calificado - Residente,>= 7 años,Propia,Bienes raíces,Sin cuenta corriente,>= 1000 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Banco,Riesgo Medio (601-700),Pequeño (1K-3K)
1594,20,18-25 (Joven),Femenino,Casado/a,No calificado - Residente,1 - 4 años,Alquiler,Seguro de vida / Ahorro,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1595,40,36-50 (Adulto),Masculino,Soltero/a,Alta gerencia / Autónomo,>= 7 años,Propia,Auto u otros bienes,< 0 DM (Sobregiro),Sin cuenta de ahorro,Todos créditos pagados en este banco,Sí,Sí,1,Ninguno,Tiendas,Bajo Riesgo (701-850),Pequeño (1K-3K)
1596,32,26-35 (Adulto Joven),Femenino,Casado/a,No calificado - Residente,< 1 año,Propia,Seguro de vida / Ahorro,0 - 200 DM (Bajo balance),100 - 500 DM,Todos créditos pagados en este banco,No,Sí,1,Ninguno,Tiendas,Riesgo Medio (601-700),Micro (<1K)
1597,23,18-25 (Joven),Femenino,Casado/a,Empleado calificado,4 - 7 años,Alquiler,Auto u otros bienes,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1598,36,36-50 (Adulto),Masculino,Soltero/a,No calificado - Residente,1 - 4 años,Propia,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Sin créditos / todos pagados,Sí,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Mediano (3K-5K)
1599,31,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,No,Sí,1,Ninguno,Banco,Muy Alto Riesgo (300-500),Pequeño (1K-3K)
1600,32,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Gratuita,Sin propiedad conocida,Sin cuenta corriente,< 100 DM,Retraso en pagos pasados,No,Sí,1,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Mediano (3K-5K)
1601,45,36-50 (Adulto),Femenino,Casado/a,Empleado calificado,< 1 año,Propia,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Garante,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1602,30,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Seguro de vida / Ahorro,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Micro (<1K)
1603,34,26-35 (Adulto Joven),Femenino,Casado/a,No calificado - Residente,4 - 7 años,Gratuita,Sin propiedad conocida,0 - 200 DM (Bajo balance),< 100 DM,Todos créditos pagados en este banco,No,Sí,1,Ninguno,Banco,Riesgo Medio (601-700),Pequeño (1K-3K)
1604,28,26-35 (Adulto Joven),Femenino,Casado/a,Alta gerencia / Autónomo,1 - 4 años,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Sí,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Mediano (3K-5K)
1605,23,18-25 (Joven),Femenino,Casado/a,Empleado calificado,< 1 año,Propia,Seguro de vida / Ahorro,>= 200 DM (Buen balance),< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1606,22,18-25 (Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,< 0 DM (Sobregiro),500 - 1000 DM,Todos créditos pagados en este banco,Sí,Sí,1,Ninguno,Tiendas,Riesgo Medio (601-700),Pequeño (1K-3K)
1607,74,50+ (Senior),Masculino,Soltero/a,Alta gerencia / Autónomo,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Sí,Sí,1,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Mediano (3K-5K)
1608,50,36-50 (Adulto),Femenino,Casado/a,Empleado calificado,1 - 4 años,Gratuita,Sin propiedad conocida,0 - 200 DM (Bajo balance),100 - 500 DM,Créditos existentes pagados puntualmente,No,Sí,1,Co-solicitante,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1609,33,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,< 1 año,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Pequeño (1K-3K)
1610,45,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,>= 7 años,Gratuita,Sin propiedad conocida,Sin cuenta corriente,Sin cuenta de ahorro,Créditos existentes pagados puntualmente,No,Sí,2,Ninguno,Banco,Riesgo Medio (601-700),Pequeño (1K-3K)
1611,22,18-25 (Joven),Femenino,Casado/a,Empleado calificado,Desempleado,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),100 - 500 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Micro (<1K)
1612,48,36-50 (Adulto),Femenino,Casado/a,No calificado - Residente,>= 7 años,Gratuita,Sin propiedad conocida,>= 200 DM (Buen balance),100 - 500 DM,Créditos existentes pagados puntualmente,No,Sí,2,Ninguno,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1613,29,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,< 1 año,Propia,Auto u otros bienes,< 0 DM (Sobregiro),>= 1000 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Banco,Alto Riesgo (501-600),Mediano (3K-5K)
1614,22,18-25 (Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Alquiler,Auto u otros bienes,< 0 DM (Sobregiro),< 100 DM,Todos créditos pagados en este banco,No,No,1,Garante,Banco,Alto Riesgo (501-600),Mediano (3K-5K)
1615,22,18-25 (Joven),Femenino,Casado/a,Empleado calificado,4 - 7 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Retraso en pagos pasados,No,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Pequeño (1K-3K)
1616,48,36-50 (Adulto),Masculino,Soltero/a,Alta gerencia / Autónomo,1 - 4 años,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Sin créditos / todos pagados,Sí,Sí,1,Ninguno,Banco,Riesgo Medio (601-700),Muy Grande (>10K)
1617,27,26-35 (Adulto Joven),Masculino,Soltero/a,Alta gerencia / Autónomo,1 - 4 años,Gratuita,Sin propiedad conocida,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Retraso en pagos pasados,No,Sí,1,Ninguno,Ninguno,Alto Riesgo (501-600),Grande (5K-10K)
1618,37,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Alquiler,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Cuenta crítica / créditos en otros bancos,No,Sí,2,Ninguno,Ninguno,Muy Alto Riesgo (300-500),Mediano (3K-5K)
1619,21,18-25 (Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Alquiler,Auto u otros bienes,0 - 200 DM (Bajo balance),100 - 500 DM,Créditos existentes pagados puntualmente,No,Sí,1,Co-solicitante,Ninguno,Riesgo Medio (601-700),Mediano (3K-5K)
1620,49,36-50 (Adulto),Masculino,Divorciado/a,No calificado - Residente,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,No,Sí,1,Ninguno,Ninguno,Riesgo Medio (601-700),Micro (<1K)
